Location Name,Accessible,PRECINCT,PRECINCT2,PRECINCT3,PRECINCT4,PRECINCT5,PRECINCT6,Address,City,X,Y,Location 1
LOWELL LONGFELLOW SCHOOL,Y,9500109,,,,,,15636   LEXINGTON AVE,HARVEY,-87.6499252953,41.604869118,"(41.604869118, -87.6499252953)"
COOK COUNTY HOUSING AUTH,Y,9500110,,,,,,15306   ROBEY,HARVEY,-87.6661150772,41.6114875115,"(41.6114875115, -87.6661150772)"
THORNTON TWP HIGH SCHOOL,Y,9500108,,,,,,15001   BROADWAY AVE,HARVEY,-87.6441572475,41.6169187351,"(41.6169187351, -87.6441572475)"
SO HOLLAND MUNICIPAL BLDG,Y,9500123,9500092,,,,,16226   WAUSAU AVE,SOUTH HOLLAND,-87.6105252786,41.6004461836,"(41.6004461836, -87.6105252786)"
SANDBURG SCHOOL,Y,9500101,,,,,,14500   MYRTLE AVE,HARVEY,-87.652400758,41.6260488296,"(41.6260488296, -87.652400758)"
MUNICIPAL BLDG #2,Y,9500082,,,,,,701   HIGHLAND AVE,THORNTON,-87.6108781957,41.5759583425,"(41.5759583425, -87.6108781957)"
GARDEN HOUSE OF RIVER OAKS,Y,9500009,,,,,,1340   RING RD,CALUMET CITY,-87.5641213189,41.5970956557,"(41.5970956557, -87.5641213189)"
FAITH UNITED METHODIST CHURCH,Y,9500084,,,,,,15015   GRANT ST,DOLTON,-87.6063988454,41.6225489476,"(41.6225489476, -87.6063988454)"
PARK SCHOOL,Y,9500046,9500093,,,,,14200   WENTWORTH AVE,RIVERDALE,-87.6274029657,41.6367001747,"(41.6367001747, -87.6274029657)"
FREEDOM VILLAGE,Y,9500118,,,,,,935   MAPLE AVE,HOMEWOOD,-87.6400526922,41.5666796854,"(41.5666796854, -87.6400526922)"
LANSING PRESBYTERIAN CHURCH,Y,9500019,9500068,,,,,2625   RIDGE RD,LANSING,-87.5526685811,41.5643360526,"(41.5643360526, -87.5526685811)"
MC KINLEY SCHOOL,Y,9500054,,,,,,850  E 170TH ST,SOUTH HOLLAND,-87.5960041647,41.5866771743,"(41.5866771743, -87.5960041647)"
BURNHAM COMM CENTER,Y,9500099,,,,,,14020 TORRENCE AVE,BURNHAM,-87.5580461833,41.6408289409,"(41.6408289409, -87.5580461833)"
CHRIST COMM CHURCH,Y,9500066,,,,,,1151  E 170TH ST,SOUTH HOLLAND,-87.5884520238,41.5860418305,"(41.5860418305, -87.5884520238)"
B-NAI YEHUDA BETH SHOLOM,Y,9500067,,,,,,1424  W 183RD ST,HOMEWOOD,-87.651680872,41.5578385685,"(41.5578385685, -87.651680872)"
THE PARK OF RIVER OAKS,Y,9500064,,,,,,150   PARK AVE,CALUMET CITY,-87.5728854518,41.5979541779,"(41.5979541779, -87.5728854518)"
GLENWOOD FIRE STATION # 2,Y,9500080,,,,,,900   ARQUILLA DR,GLENWOOD,-87.6339933941,41.5569581375,"(41.5569581375, -87.6339933941)"
THORNTON FRACTIONAL NORTH H S,Y,9500063,,,,,,755   PULASKI RD,CALUMET CITY,-87.5437695343,41.6150571056,"(41.6150571056, -87.5437695343)"
DOLTON PUBLIC LIBRARY,Y,9500100,,,,,,14037   LINCOLN AVE,DOLTON,-87.6084301991,41.6402365459,"(41.6402365459, -87.6084301991)"
LINCOLN SCHOOL,Y,9500030,9500097,,,,,14100 S HONORE,DIXMOOR,-87.662490117,41.6338563082,"(41.6338563082, -87.662490117)"
WASHINGTON SCHOOL,Y,9500113,,,,,,15248 LINCOLN AVE,HARVEY,-87.6636925282,41.612678213,"(41.612678213, -87.6636925282)"
BRYANT SCHOOL,Y,9500119,,,,,,14730 MAIN ST,HARVEY,-87.6433181157,41.6221987772,"(41.6221987772, -87.6433181157)"
ST. ANTHONY OF LANSING,Y,9500056,,,,,,3025 SPRING LAKE DR,LANSING,-87.5428038164,41.5744641491,"(41.5744641491, -87.5428038164)"
